ShortName;ValorSymbol;ValorNumber;ISIN;TitleSegmentDesc;BasketMembershipsSymbols;TradingBaseCurrency;ClosingPrice;ClosingPerformance;ClosingDelta;BidVolume;BidPrice;AskPrice;AskVolume;MidSpread;PreviousClosingPrice;LatestTradeDate;LatestTradeTime;OpeningPrice;DailyHighPrice;DailyLowPrice;ClobVolume;OffBookVolume;SwissAtMidVolume;SwissAtMidRatioOnMarket;SwissAtMidRatioTotal;SwissAtMidTurnover;EbboVolume;TotalTurnover;TotalTurnoverCHF;GeographicalAreaDesc;ListingSegmentDesc;SecTypeDesc
INFICON N;IFCN;1102994;CH0011029946;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;1180;-7.09;-90;19;1160;1180;59;1.7094;1270;20220110;173049;1276;1276;1180;2639;0;3246;122.4906;55.0543;4048162;11;7276188;7276188;Switzerland;Swiss Reporting Standard;Registered share
INTERROLL N;INRN;637289;CH0006372897;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;3810;-3.91;-155;9;+Market;4075;10;;3965;20220110;173049;3980;4030;3805;1970;0;16;0.8028;0.7964;63032.5;23;7859672.5;7859672.5;Switzerland;International Reporting Standard;Registered share
INTERSHOP N;ISN;27377479;CH0273774791;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|CHRE|CHREX|CHRES|CHRESX|RESAL|RESALX;CHF;597;-1.16;-7;10;589;600;4;1.8503;604;20220110;173049;611;611;594;996;0;0;0;0;0;0;597323;597323;Switzerland;Standard for Real Estate Companies;Registered share
INVESTIS N;IREN;32509429;CH0325094297;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX;CHF;104.5;0;0;500;102;105;624;2.8986;104.5;20220110;173049;103.5;104.5;103.5;542;0;0;0;0;0;0;56507;56507;Switzerland;Standard for Real Estate Companies;Registered share
IVF HARTMANN N;VBSN;18762425;CH0187624256;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;122;-0.81;-1;76;121;125;4;3.252;123;20220110;173049;123;125;121;858;0;0;0;0;0;0;105119;105119;Switzerland;Swiss Reporting Standard;Registered share
JULIUS BAER N;BAER;10248496;CH0102484968;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C8700P|C8700T|C8000P|C8000T|SLI|SLIC|SMIMDP|SLIDP|SSUSTX|SSUST|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPIVP|SPIMP|SPIRP|SPIRV|SPIMTP|SPIVPE|SPIMPE|SPIRPE|SPIRVE|SPITPE|SPIVPC|SPIMPC|SPIRPC|SPIRVC|SPIMTC|SPIVPD|SPIMPD|SPIRPD|SPIRVD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIEMTC|SPIERC|SPIEMC|SPIERV|SPIEMP|SPIERP|SPIERD|SPIEVP;CHF;62.2;-2.08;-1.32;350;62;62.8;279;1.2821;63.52;20220110;173049;63.94;64.48;62.1;448060;7000;16719;3.7314;3.5438;1045977.77;0;29532391.89;29532391.89;Switzerland;International Reporting Standard;Registered share
JUNGFRAUBAHN HLD N;JFN;1787578;CH0017875789;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5700P|C5700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;139;0;0;10;140.2;140.2;529;0;139;20220110;173049;140;140.2;138;3275;0;429;13.0276;11.5261;59561.4;18;518761.2;518761.2;Switzerland;Swiss Reporting Standard;Registered share
KARDEX N;KARN;10083728;CH0100837282;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SDIVI|SDIVIC|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;264;-5.04;-14;92;+Market;271.5;200;;278;20220110;173049;282;282.5;263;12712;0;884;6.8955;6.4507;237604;108;3684130.5;3684130.5;Switzerland;Swiss Reporting Standard;Registered share
KLINGELNBERG N;KLIN;42046226;CH0420462266;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;17.6;-6.38;-1.2;100;17.5;19.3;325;9.7826;18.8;20220110;173049;18.7;18.7;17.6;3707;0;104;2.8055;2.7289;1929.2;0;69027.65;69027.65;Switzerland;Swiss Reporting Standard;Registered share
KOMAX N;KOMN;1070215;CH0010702154;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;247;-5;-13;111;245;259;19;5.5556;260;20220110;173049;263.8;263.8;241.2;13844;0;439;3.0929;3.0001;107924.4;350;3613857;3613857;Switzerland;Swiss Reporting Standard;Registered share
KUDELSKI I;KUD;1226836;CH0012268360;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C9500P|C9500T|C9000P|C9000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;3.51;-3.31;-0.12;1350;3.51;3.7;10200;5.2705;3.63;20220110;173049;3.51;3.6;3.5;71077;0;1690;2.3694;2.3146;5948.59;249;257543.12;257543.12;Switzerland;International Reporting Standard;Bearer share
KUEHNE+NAGEL INT N;KNIN;2523886;CH0025238863;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C2000P|C2000T|C2700P|C2700T|SLI|SLIC|SMIMDP|SLIDP|SDIVI|SDIVIC|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPIMP|SPILP|SPIQP|SPIMTP|SPIMPE|SPILPE|SPIQPE|SPITPE|SPIMPC|SPILPC|SPIQPC|SPIMTC|SPIMPD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEQC|SPIEMTC|SPIEMC|SPIELC|SPIEQP|SPIEMP|SPIELP;CHF;272.5;-7;-20.5;15;273;+Market;150;0;293;20220110;173414.281;293.6;294.5;270.3;211387;0;14761;6.9335;6.484;4164289.65;1506;63313180.85;63313180.85;Switzerland;International Reporting Standard;Registered share
Kuros N;KURN;32581411;CH0325814116;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;1.9;-5;-0.1;75;+Market;2.01;2500;;2;20220110;173049;2.03;2.03;1.9;9220;0;0;0;0;0;0;17855.45;17855.45;Switzerland;International Reporting Standard;Registered share
LALIQUE GROUP N;LLQ;3381329;CH0033813293;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3700P|C3700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;39;0;0;300;39;40;1042;2.5316;39;20220110;151739.117;39;39;39;150;0;0;0;0;0;0;5850;5850;Switzerland;International Reporting Standard;Registered share
Landis+Gyr N;LAND;37115349;CH0371153492;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SPISZ|SPIMTP|SPISPE|SPITPE|SPISPC|SPIMTC|SPISPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIESZ|SPIEMTC|SPIESC;CHF;60.85;-0.25;-0.15;100;60.1;62.85;160;4.4734;61;20220110;173049;60.7;62;60.05;62522;0;5589;8.7392;8.0369;343328.29;1431;4242463.14;4242463.14;Switzerland;International Reporting Standard;Registered share
lastminute.com N.V.;LMN;23806732;NL0010733960;Foreign Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5700P|C5700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;39.5;-1.5;-0.6;150;33.8;42;2000;21.6359;40.1;20220110;173049;40.1;40.7;39.3;15921;0;8655;54.3622;35.2173;350154.15;0;985595.45;985595.45;Netherlands;International Reporting Standard;Bearer share
LECLANCHE N;LECN;11030311;CH0110303119;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3700P|C3700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;0.622;-2.81;-0.018;5600;+Market;0.63;1000;;0.64;20220110;173049;0.662;0.662;0.62;67085;0;0;0;0;0;1191;43252.6;43252.6;Switzerland;International Reporting Standard;Registered share
LEM N;LEHN;2242762;CH0022427626;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;2290;-5.76;-140;14;+Market;2400;5;;2430;20220110;173049;2460;2460;2270;570;0;9;1.5789;1.5544;20862.5;0;1344042.5;1344042.5;Switzerland;International Reporting Standard;Registered share
LEONTEQ N;LEON;19089118;CH0190891181;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;68.4;-2.7;-1.9;365;+Market;69;20;;70.3;20220110;173413.656;69.7;70.2;67.6;25549;0;377;1.453;1.4322;25890.1;397;1803712.7;1803712.7;Switzerland;International Reporting Standard;Registered share
LIECHT LANDBK N;LLBN;35514757;LI0355147575;Foreign Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;54.1;1.31;0.7;33;53.6;54.5;600;1.6651;53.4;20220110;173049;53.1;54.3;53.1;6840;0;284;4.0232;3.8676;15256.25;219;395073.55;395073.55;Liechtenstein;International Reporting Standard;Registered share
LILLY ELI;LLY;947556;US5324571083;Foreign Shares;;CHF;218;0;0;0;;;0;;218;20211203;;;;;0;0;0;;;0;0;0;0;United States;International Reporting Standard;Registered share
LINDT N;LISN;1057075;CH0010570759;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C3000P|C3000T|C3500P|C3500T|SXSLIX|SXSLI|SMIMDP|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;113600;-2.66;-3100;1;113100;118600;1;4.7475;116700;20220110;173049;118400;118400;113300;113;0;2;1.7544;1.7241;230400;1;13299300;13299300;Switzerland;International Reporting Standard;Registered share
LINDT N 2. LINIE;LISNE;111008506;CH1110085060;Swiss Shares;;CHF;115800;-1.95;-2300;0;;-Market;0;;118100;20220110;155152.729;118500;118500;115800;5;0;0;0;0;0;0;586000;586000;Switzerland;International Reporting Standard;Registered share
LINDT PS;LISP;1057076;CH0010570767;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXBPX|SXPCX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXBP|SXPC|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C3000P|C3000T|C3500P|C3500T|SXSLIX|SXSLI|SMIMDP|SPIVP|SPIMP|SPIRP|SPILP|SPIMTP|SPIVPE|SPIMPE|SPIRPE|SPILPE|SPITPE|SPIVPC|SPIMPC|SPIRPC|SPILPC|SPIMTC|SPIVPD|SPIMPD|SPIRPD|SPILPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIEMTC|SPIERC|SPIEMC|SPIELC|SPIEMP|SPIERP|SPIELP|SPIEVP;CHF;11600;-2.85;-340;8;11500;12050;2;4.6709;11940;20220110;173049;11900;12030;11510;1129;-199;209;18.3333;18.1739;2457445;11;13406935;13406935;Switzerland;International Reporting Standard;Participation certificate
LINDT PS 2. LINIE;LISPE;111008507;CH1110085078;Swiss Shares;;CHF;11800;-1.58;-190;0;-Market;;0;;11990;20220110;153000.935;12030;12040;11800;180;0;0;0;0;0;0;2148200;2148200;Switzerland;International Reporting Standard;Participation certificate
LOGITECH N;LOGN;2575132;CH0025751329;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEXC|SMIEXP|C9500P|C9500T|C9000P|C9000T|SLI|SLIC|SMIDVP|SLIDP|SSUSTX|SSUST|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPISZ|SPILP|SPIQP|SPIMTP|SPISPE|SPILPE|SPIQPE|SPITPE|SPISPC|SPILPC|SPIQPC|SPIMTC|SPISPD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIESZ|SPIEQC|SPIEMTC|SPIELC|SPIEQP|SPIESC|SPIELP;CHF;74.32;0.3;0.22;35;+Market;74.88;1500;;74.1;20220110;173454.888;74.9;75.2;73.84;956184;36150;20505;2.1283;2.0101;1525778.81;7261;75941114.41;75941114.41;Switzerland;International Reporting Standard;Registered share
LONZA N;LONN;1384101;CH0013841017;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SLIFE|SLIFEX|SBIOM|SBIOMX|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SLI|SLIC|SMIDVP|SLIDP|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIMP|SPIRP|SPIMTP|SPIMPE|SPIRPE|SPITPE|SPIMPC|SPIRPC|SPIMTC|SPIMPD|SPIRPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIGE|SPIGT;CHF;677.4;-4.91;-35;18;+Market;+Market;503;;712.4;20220110;173307.492;708;710.2;674.4;195687;0;13822;7.0226;6.5618;9514365.8;1136;144593993.8;144593993.8;Switzerland;International Reporting Standard;Registered share
LUZERNER KB N;LUKN;1169360;CH0011693600;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;412.5;-1.2;-5;345;412;418;40;1.4458;417.5;20220110;173049;418;418;412.5;997;0;29;2.9087;2.8265;12001;0;425047;425047;Switzerland;Swiss Reporting Standard;Registered share
MCH GROUP N;MCHN;3954285;CH0039542854;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;8.9;-1.11;-0.1;200;8.9;8.9;90;0;9;20220110;173049;9;9;8.9;1933;0;0;0;0;0;0;17277.3;17277.3;Switzerland;Swiss Reporting Standard;Registered share
MEDACTA GROUP N;MOVE;46852522;CH0468525222;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;126.2;-4.83;-6.4;224;+Market;129.4;5250;;132.6;20220110;173109.181;131;131.8;125.2;10291;0;1103;10.5997;9.5838;141935.7;115;1468193.9;1468193.9;Switzerland;International Reporting Standard;Registered share
MEDARTIS N;MED;38620023;CH0386200239;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;119.2;-4.79;-6;660;117;+Market;14;0;125.2;20220110;173049;125;127;118.4;14001;14800;508;3.5926;1.7251;62478;139;3620798.8;3620798.8;Switzerland;International Reporting Standard;Registered share
MEDMIX N;MEDX;112967710;CH1129677105;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI;CHF;43.24;-3.14;-1.4;1000;43.1;44.86;2126;4.0018;44.64;20220110;173049;44.84;44.84;43.2;25088;1280;11278;44.4138;29.7173;495758.97;305;1660337.85;1660337.85;Switzerland;International Reporting Standard;Registered share
MEIER TOBLER N;MTG;20806262;CH0208062627;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;18.75;0;0;100;18.4;18.75;94;1.8843;18.75;20220110;173049;18.75;18.85;18.55;1386;0;1350;97.4026;49.3421;25042.5;0;51088.65;51088.65;Switzerland;Swiss Reporting Standard;Registered share
Metall Zug AG;METN;3982108;CH0039821084;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3700P|C3700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;1995;0;0;32;1975;1995;6;1.0076;1995;20220110;173049;2030;2030;1975;141;0;8;5.2632;5;15877.5;11;317877.5;317877.5;Switzerland;Swiss Reporting Standard;Registered share
MEYER BURGER N;MBTN;10850379;CH0108503795;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SPIMP|SPIRP|SPIRV|SPIMTP|SPIMPE|SPIRPE|SPIRVE|SPITPE|SPIMPC|SPIRPC|SPIRVC|SPIMTC|SPIMPD|SPIRPD|SPIRVD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIESZ|SPIEMTC|SPIEMC|SPIERV|SPIESC|SPIEMP|SPIERD;CHF;0.3768;-5.04;-0.02;6457;0.4;0.38;14000;-5.1282;0.3968;20220110;173355.298;0.3988;0.3988;0.3754;16605102;0;828721;4.8578;4.6328;315007.95;454336;6862808.41;6862808.41;Switzerland;Swiss Reporting Standard;Registered share
MIKRON N;MIKN;339006;CH0003390066;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;7.2;-1.91;-0.14;2412;7.2;7.44;1000;3.2787;7.34;20220110;173049;7.42;7.42;7.2;2865;0;383;13.3682;11.7919;2777.98;0;23665.48;23665.48;Switzerland;Swiss Reporting Standard;Registered share
MOBILEZONE N;MOZN;27683769;CH0276837694;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5300P|C5300T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;13.86;-3.08;-0.44;700;+Market;13.96;2000;;14.3;20220110;173049;14.4;14.4;13.8;100811;0;400;0.3794;0.3779;5568.58;4631;1488415.86;1488415.86;Switzerland;Swiss Reporting Standard;Registered share
MOBILEZONE N 2. LINIE;MOZN1;114373951;CH1143739519;Swiss Shares;;CHF;14.4;0;0;0;-Market;;0;;14.4;20220110;153526.267;14.4;14.4;14.4;15330;0;0;0;0;0;0;220752;220752;Switzerland;Swiss Reporting Standard;Registered share
MOBIMO N;MOBN;1110887;CH0011108872;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|CHRE|CHREX|CHRES|CHRESX|ESCGIP|ESCGIT|RESAL|RESALX|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIESZ|SPIEQC|SPIEMTC|SPIERC|SPIELC|SPIERV|SPIEQP|SPIESC|SPIERP|SPIERD|SPIELP|SPIEVP;CHF;297.5;-0.83;-2.5;30;294;310;100;5.298;300;20220110;173049;297.5;299.5;294.5;13440;0;260;1.9085;1.8728;77115.25;183;4126403.75;4126403.75;Switzerland;Standard for Real Estate Companies;Registered share
MOLECULAR PARTNERS N;MOLN;25637909;CH0256379097;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;18.66;22.76;3.46;28391;+Market;18.3;10;;15.2;20220110;173940.284;19.2;22.3;18.18;935709;0;35124;3.7071;3.5746;707228.11;11775;19362554.33;19362554.33;Switzerland;International Reporting Standard;Registered share
MONTANA N;AERO;111042565;CH1110425654;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;34.1;-2.29;-0.8;57;35;36;750;2.8169;34.9;20220110;173051.788;35;35;33.55;18654;0;1615;8.6577;7.9678;55179.48;0;691820.93;691820.93;Switzerland;International Reporting Standard;Registered share
nebag N;NBEN;505943;CH0005059438;Swiss Shares;IGSP|IGSTR|SSIP|SSIRT;CHF;9.2;-0.54;-0.05;420;9.15;9.2;1650;0.545;9.25;20220106;;;;;0;0;0;;;0;0;0;0;Switzerland;Standard for Investment Companies;Registered share
